EmployeeID,EmployeeName,City,Role,Department,Gender,Age,JoiningDate,EmploymentStatus,Salary,Shift
EMP0493,Ravi Singh,Bangalore,RF Technician,Operations,Female,28,2022-08-19,Active,32122,General
EMP0494,Ankit Kumar,Bangalore,AC Technician,Operations,Male,26,2021-01-26,Active,31045,Evening
EMP0495,Suresh Sharma,Bangalore,AC Technician,Operations,Male,53,2020-12-06,Active,31702,Evening
EMP0496,Deepak Nair,Bangalore,RF Technician,Operations,Male,44,2023-06-21,Active,31757,Morning
EMP0497,Ankit Roy,Bangalore,AC Technician,Operations,Male,28,2025-11-27,Active,32795,Morning
EMP0498,Rohit Gupta,Bangalore,WM Technician,Operations,Female,40,2025-05-04,Active,27827,General
EMP0499,Neha Saha,Bangalore,AC Technician,Operations,Male,54,2021-12-26,Active,39680,General
EMP0500,Arjun Sharma,Bangalore,Helper,Operations,Male,54,2023-06-22,Active,20844,Evening
EMP0501,Deepak Kumar,Bangalore,RF Technician,Operations,Male,43,2024-08-15,Active,32256,Morning
EMP0502,Rahul Nair,Bangalore,WM Technician,Operations,Male,28,2023-11-09,Active,26349,Evening
EMP0503,Deepak Saha,Bangalore,WM Technician,Operations,Female,50,2023-05-12,Active,24074,Evening
EMP0504,Anjali Gupta,Bangalore,RF Technician,Operations,Male,20,2026-02-23,Active,34121,Morning
EMP0505,Pooja Reddy,Bangalore,WM Technician,Operations,Male,35,2021-10-30,Active,29856,General
EMP0506,Rohit Das,Bangalore,Helper,Operations,Male,25,2024-09-25,Active,23122,Morning
EMP0507,Ravi Patel,Bangalore,Helper,Operations,Male,54,2023-01-06,Active,21382,Morning
EMP0508,Rohit Saha,Bangalore,Helper,Operations,Male,27,2025-02-08,Active,23060,Evening
EMP0509,Rahul Patel,Bangalore,WM Technician,Operations,Male,40,2020-03-20,Active,25246,Morning
EMP0510,Neha Kumar,Bangalore,AC Technician,Operations,Female,38,2023-01-07,Active,32048,General
EMP0511,Priya Reddy,Bangalore,WM Technician,Operations,Male,29,2020-03-01,Active,28043,Morning
EMP0512,Ankit Roy,Bangalore,AC Technician,Operations,Male,51,2024-03-01,Active,37597,General
EMP0513,Ravi Gupta,Bangalore,Helper,Operations,Male,29,2020-08-17,Active,20183,Evening
EMP0514,Rahul Sharma,Bangalore,WM Technician,Operations,Male,32,2022-10-21,Active,30694,Evening
EMP0515,Arjun Kumar,Bangalore,WM Technician,Operations,Female,35,2024-04-25,Active,30317,Evening
EMP0516,Kavya Reddy,Bangalore,AC Technician,Operations,Male,26,2025-11-04,Active,40911,Morning
EMP0517,Ankit Gupta,Bangalore,RF Technician,Operations,Male,39,2023-08-16,Active,30598,General
EMP0518,Kiran Roy,Bangalore,AC Technician,Operations,Male,36,2025-05-25,Active,40461,Evening
EMP0519,Anjali Roy,Bangalore,AC Technician,Operations,Female,33,2021-04-07,Active,33866,General
EMP0520,Arjun Kumar,Bangalore,RF Technician,Operations,Male,37,2026-07-22,Active,29960,Evening
EMP0521,Arjun Patel,Bangalore,RF Technician,Operations,Female,50,2021-09-26,Active,34084,Morning
EMP0522,Suresh Gupta,Bangalore,Helper,Operations,Male,41,2020-09-02,Active,18489,Evening
EMP0523,Sneha Nair,Bangalore,RF Technician,Operations,Male,28,2025-06-21,Active,31812,Evening
EMP0524,Suresh Das,Bangalore,AC Technician,Operations,Male,21,2024-03-27,Active,35868,General
EMP0525,Kavya Singh,Bangalore,Helper,Operations,Female,51,2024-11-27,Active,22579,Evening
EMP0526,Neha Das,Bangalore,Helper,Operations,Male,54,2023-11-25,Active,20651,General
EMP0527,Suresh Nair,Bangalore,WM Technician,Operations,Female,55,2021-10-18,Active,24564,General
EMP0528,Rahul Gupta,Bangalore,AC Technician,Operations,Male,36,2026-01-27,Active,36014,Evening
EMP0529,Arjun Roy,Bangalore,RF Technician,Operations,Male,31,2020-03-17,Active,33965,General
EMP0530,Kavya Gupta,Bangalore,WM Technician,Operations,Male,54,2024-05-06,Active,25555,General
EMP0531,Priya Sharma,Bangalore,Helper,Operations,Male,38,2023-08-14,Active,21357,General
EMP0532,Vijay Kumar,Bangalore,WM Technician,Operations,Male,24,2020-06-28,Active,30841,Morning
EMP0533,Pooja Nair,Bangalore,AC Technician,Operations,Male,51,2022-02-23,Active,31617,Morning
EMP0534,Ravi Kumar,Bangalore,Helper,Operations,Male,36,2020-07-20,Active,21001,Morning
EMP0535,Ankit Roy,Bangalore,AC Technician,Operations,Female,33,2025-07-05,Active,31310,Evening
EMP0536,Rohit Gupta,Bangalore,AC Technician,Operations,Male,46,2024-02-20,Active,41606,Morning
EMP0537,Amit Sharma,Bangalore,RF Technician,Operations,Male,24,2023-05-29,Active,29276,Morning
EMP0538,Arjun Saha,Bangalore,AC Technician,Operations,Male,54,2024-04-27,Active,33104,Morning
EMP0539,Amit Saha,Bangalore,AC Technician,Operations,Male,31,2026-04-06,Active,39144,Evening
EMP0540,Vijay Gupta,Bangalore,RF Technician,Operations,Male,49,2024-10-15,Active,29705,Morning
EMP0541,Neha Roy,Bangalore,RF Technician,Operations,Male,41,2021-10-09,Active,36747,General
EMP0542,Anjali Reddy,Bangalore,Helper,Operations,Female,55,2023-08-22,Active,24921,Evening
EMP0543,Kiran Reddy,Bangalore,AC Technician,Operations,Female,40,2022-09-12,Active,39226,General
EMP0544,Pooja Kumar,Bangalore,Helper,Operations,Male,36,2024-01-14,Active,21706,Evening
EMP0545,Deepak Kumar,Bangalore,Helper,Operations,Male,38,2020-03-07,Active,22240,Morning
EMP0546,Rohit Gupta,Bangalore,Helper,Operations,Male,34,2022-05-29,Active,20579,Morning
EMP0547,Sneha Patel,Bangalore,AC Technician,Operations,Male,29,2021-01-21,Active,30618,Evening
EMP0548,Rohit Das,Bangalore,RF Technician,Operations,Male,43,2026-07-12,Active,32093,Morning
EMP0549,Ravi Roy,Bangalore,AC Technician,Operations,Male,45,2026-05-19,Active,33562,General
EMP0550,Deepak Kumar,Bangalore,RF Technician,Operations,Male,31,2025-06-22,Active,37440,Morning
EMP0551,Sneha Reddy,Bangalore,AC Technician,Operations,Male,44,2020-11-17,Active,30916,Evening
EMP0552,Rahul Reddy,Bangalore,AC Technician,Operations,Male,27,2022-07-17,Active,40695,General
EMP0553,Suresh Roy,Bangalore,RF Technician,Operations,Male,53,2020-06-17,Active,33231,General
EMP0554,Pooja Nair,Bangalore,RF Technician,Operations,Male,34,2021-09-19,Active,28827,General
EMP0555,Deepak Reddy,Bangalore,RF Technician,Operations,Male,52,2021-01-03,Active,31638,Evening
EMP0556,Ankit Gupta,Bangalore,Helper,Operations,Male,41,2020-12-04,Active,21898,General
EMP0557,Suresh Patel,Bangalore,AC Technician,Operations,Male,25,2024-06-20,Active,38221,Evening
EMP0558,Kiran Gupta,Bangalore,AC Technician,Operations,Male,32,2025-06-21,Active,36476,General
EMP0559,Rohit Reddy,Bangalore,Helper,Operations,Male,53,2022-10-05,Active,19985,Morning
EMP0560,Anjali Roy,Bangalore,AC Technician,Operations,Male,25,2021-04-05,Active,41005,Evening
EMP0561,Rahul Das,Bangalore,RF Technician,Operations,Male,40,2023-11-12,Active,37730,General
EMP0562,Ankit Singh,Bangalore,RF Technician,Operations,Male,42,2024-12-16,Active,30389,Evening
EMP0563,Ravi Sharma,Bangalore,Helper,Operations,Male,43,2021-09-30,Active,24207,General
EMP0564,Rahul Roy,Bangalore,Helper,Operations,Male,35,2021-08-27,Active,24819,Evening
EMP0565,Rahul Roy,Bangalore,RF Technician,Operations,Male,27,2023-06-03,Active,35373,Evening
EMP0566,Rohit Gupta,Bangalore,RF Technician,Operations,Male,54,2022-05-17,Active,31339,General
EMP0567,Ankit Das,Bangalore,WM Technician,Operations,Male,29,2020-03-16,Active,27085,General
EMP0568,Rohit Kumar,Bangalore,Helper,Operations,Male,38,2022-04-02,Active,24465,General
EMP0569,Rohit Roy,Bangalore,RF Technician,Operations,Male,20,2020-09-29,Active,34367,General
EMP0570,Pooja Singh,Bangalore,WM Technician,Operations,Female,21,2023-04-13,Active,31105,General
EMP0571,Ravi Patel,Bangalore,Helper,Operations,Female,52,2021-02-11,Active,20584,Evening
EMP0572,Arjun Gupta,Bangalore,RF Technician,Operations,Male,49,2026-04-15,Active,28352,Morning
EMP0573,Sneha Roy,Bangalore,AC Technician,Operations,Male,51,2024-05-30,Active,32572,Morning
EMP0574,Ankit Das,Bangalore,Helper,Operations,Male,39,2022-08-25,Active,22106,Evening
EMP0575,Suresh Roy,Bangalore,Helper,Operations,Female,21,2026-03-23,Active,20295,Morning
EMP0576,Arjun Reddy,Bangalore,Helper,Operations,Female,28,2020-12-25,Active,23979,Evening
EMP0577,Priya Nair,Bangalore,WM Technician,Operations,Male,29,2024-10-12,Active,31950,Evening
EMP0578,Kiran Patel,Bangalore,Helper,Operations,Male,33,2021-07-21,Active,22759,General
EMP0579,Vijay Roy,Bangalore,AC Technician,Operations,Male,53,2021-07-07,Active,37046,Morning
EMP0580,Suresh Kumar,Bangalore,AC Technician,Operations,Male,54,2021-04-29,Active,33016,Evening
EMP0581,Rohit Patel,Bangalore,Helper,Operations,Male,46,2024-08-11,Active,20485,Evening
EMP0582,Rohit Saha,Bangalore,RF Technician,Operations,Male,26,2021-06-22,Active,31026,Morning
EMP0583,Rahul Roy,Bangalore,RF Technician,Operations,Male,34,2022-08-09,Active,31783,General
EMP0584,Kavya Roy,Bangalore,Helper,Operations,Male,50,2021-07-03,Active,22115,General
EMP0585,Vijay Singh,Bangalore,RF Technician,Operations,Male,44,2025-07-05,Active,35763,Morning
EMP0586,Anjali Singh,Bangalore,WM Technician,Operations,Male,46,2020-03-02,Active,31581,Evening
EMP0587,Neha Saha,Bangalore,RF Technician,Operations,Male,32,2022-04-17,Active,29083,Morning
EMP0588,Pooja Kumar,Bangalore,Helper,Operations,Male,40,2025-02-17,Active,20021,Evening
EMP0589,Ankit Gupta,Bangalore,Helper,Operations,Male,44,2023-07-05,Active,21228,General
EMP0590,Pooja Kumar,Bangalore,Helper,Operations,Male,49,2020-06-22,Active,20012,General
EMP0591,Neha Reddy,Bangalore,Helper,Operations,Male,53,2020-07-20,Active,19555,Evening
EMP0592,Deepak Saha,Bangalore,AC Technician,Operations,Female,38,2025-03-04,Active,32727,Evening
EMP0593,Neha Sharma,Bangalore,Helper,Operations,Female,53,2021-08-05,Active,21797,General
EMP0594,Suresh Reddy,Bangalore,Helper,Operations,Male,27,2022-01-06,Active,24379,General
EMP0595,Kiran Nair,Bangalore,AC Technician,Operations,Male,48,2020-04-12,Active,32930,Evening
EMP0596,Amit Sharma,Bangalore,WM Technician,Operations,Male,40,2021-11-02,Active,29884,General
EMP0597,Pooja Gupta,Bangalore,WM Technician,Operations,Male,48,2024-01-26,Active,24698,General
EMP0598,Ankit Patel,Bangalore,WM Technician,Operations,Male,30,2024-03-31,Active,28508,Evening
EMP0599,Ankit Reddy,Bangalore,AC Technician,Operations,Female,29,2021-10-26,Active,32369,Morning
EMP0600,Suresh Singh,Bangalore,RF Technician,Operations,Male,48,2023-03-28,Active,30960,Morning
EMP0601,Kavya Gupta,Bangalore,RF Technician,Operations,Male,36,2020-02-20,Active,35514,Evening
EMP0602,Kavya Nair,Bangalore,AC Technician,Operations,Male,51,2022-09-01,Active,33553,General
EMP0603,Rohit Saha,Bangalore,WM Technician,Operations,Male,25,2020-01-27,Active,26004,General
EMP0604,Ankit Roy,Bangalore,Helper,Operations,Male,33,2020-07-19,Active,19514,Morning
EMP0605,Deepak Roy,Bangalore,WM Technician,Operations,Male,22,2026-06-25,Active,30865,General
EMP0606,Vijay Das,Bangalore,WM Technician,Operations,Female,23,2021-03-22,Active,27415,Morning
EMP0607,Sneha Kumar,Bangalore,Helper,Operations,Male,55,2021-12-27,Active,21730,General
EMP0608,Ravi Reddy,Bangalore,Helper,Operations,Male,39,2023-08-15,Active,21019,Evening
EMP0609,Amit Das,Bangalore,RF Technician,Operations,Female,24,2023-04-14,Active,35713,Morning
EMP0610,Kiran Saha,Bangalore,RF Technician,Operations,Male,46,2025-11-18,Active,31438,General
EMP0611,Deepak Reddy,Bangalore,RF Technician,Operations,Male,53,2020-12-25,Active,35924,General
EMP0612,Sneha Patel,Bangalore,Helper,Operations,Male,40,2022-11-29,Active,22304,General
EMP0613,Vijay Saha,Bangalore,RF Technician,Operations,Male,51,2025-10-29,Active,36154,Evening
EMP0614,Rahul Nair,Bangalore,RF Technician,Operations,Male,38,2022-03-03,Active,28025,Morning
EMP0615,Anjali Reddy,Bangalore,Helper,Operations,Male,27,2022-04-29,Active,24550,General
EMP0616,Kiran Das,Bangalore,RF Technician,Operations,Male,42,2026-04-14,Active,31478,Morning
EMP0617,Priya Kumar,Bangalore,Helper,Operations,Male,24,2023-06-14,Active,20459,General
EMP0618,Rahul Patel,Bangalore,AC Technician,Operations,Male,41,2023-10-30,Active,36488,General
EMP0619,Suresh Nair,Bangalore,Helper,Operations,Male,41,2025-05-16,Active,21887,Morning
EMP0620,Anjali Kumar,Bangalore,RF Technician,Operations,Male,49,2026-01-08,Active,33490,Evening
EMP0621,Priya Gupta,Bangalore,WM Technician,Operations,Female,39,2026-05-03,Active,29938,General
EMP0622,Sneha Sharma,Bangalore,Helper,Operations,Male,33,2026-06-23,Active,23615,Evening
EMP0623,Vijay Saha,Bangalore,AC Technician,Operations,Female,37,2020-05-07,Active,35556,Evening
EMP0624,Priya Kumar,Bangalore,WM Technician,Operations,Male,31,2021-04-23,Active,31082,Evening
EMP0625,Sneha Nair,Bangalore,WM Technician,Operations,Male,25,2025-07-28,Active,31184,Morning
EMP0626,Vijay Sharma,Bangalore,RF Technician,Operations,Female,39,2022-06-04,Active,36603,Evening
EMP0627,Rahul Nair,Bangalore,RF Technician,Operations,Male,22,2022-04-07,Active,29517,Evening
EMP0628,Deepak Roy,Bangalore,WM Technician,Operations,Female,29,2022-02-18,Active,26786,Evening
EMP0629,Kiran Kumar,Bangalore,AC Technician,Operations,Male,26,2025-10-15,Active,41087,Morning
EMP0630,Ankit Saha,Bangalore,RF Technician,Operations,Male,53,2021-04-19,Active,28067,Evening
EMP0631,Deepak Kumar,Bangalore,RF Technician,Operations,Female,41,2025-03-27,Active,28755,Morning
EMP0632,Kiran Das,Bangalore,Helper,Operations,Male,39,2022-05-09,Active,20628,Morning
EMP0633,Rohit Patel,Bangalore,WM Technician,Operations,Male,40,2024-12-11,Active,29497,Morning
EMP0634,Amit Singh,Bangalore,WM Technician,Operations,Male,27,2020-03-03,Active,31850,General
EMP0635,Deepak Saha,Bangalore,Helper,Operations,Male,55,2023-07-28,Active,20220,Morning
EMP0636,Neha Kumar,Bangalore,WM Technician,Operations,Male,24,2023-06-29,Active,29023,Evening
EMP0637,Ankit Sharma,Bangalore,RF Technician,Operations,Male,50,2020-07-25,Active,29735,Evening
EMP0638,Priya Singh,Bangalore,RF Technician,Operations,Male,31,2024-12-31,Active,33826,Evening
EMP0639,Suresh Sharma,Bangalore,WM Technician,Operations,Male,54,2020-11-17,Active,31976,Evening
EMP0640,Neha Nair,Bangalore,RF Technician,Operations,Male,49,2021-02-02,Active,35464,Evening
EMP0641,Sneha Reddy,Bangalore,Helper,Operations,Male,34,2021-08-11,Active,23053,Evening
EMP0642,Rahul Sharma,Bangalore,RF Technician,Operations,Male,41,2023-08-23,Active,35426,Evening
EMP0643,Deepak Roy,Bangalore,RF Technician,Operations,Male,42,2025-05-14,Active,35556,Morning
EMP0644,Amit Roy,Bangalore,AC Technician,Operations,Male,28,2025-09-11,Active,31686,Evening
EMP0645,Pooja Saha,Bangalore,Helper,Operations,Male,24,2023-05-22,Active,22364,Evening
EMP0646,Pooja Sharma,Bangalore,AC Technician,Operations,Male,35,2026-02-22,Active,32605,Evening
EMP0647,Arjun Patel,Bangalore,RF Technician,Operations,Male,47,2024-11-18,Active,37293,Evening
EMP0648,Amit Saha,Bangalore,WM Technician,Operations,Male,24,2026-06-09,Active,30854,Evening
EMP0649,Vijay Das,Bangalore,WM Technician,Operations,Male,40,2026-03-23,Active,24799,Evening
EMP0650,Pooja Roy,Bangalore,Helper,Operations,Female,24,2021-03-21,Active,23615,General
EMP0651,Rahul Patel,Bangalore,RF Technician,Operations,Male,23,2021-01-05,Active,31565,Morning
EMP0652,Neha Singh,Bangalore,Helper,Operations,Male,48,2025-12-16,Active,20387,Evening
EMP0653,Deepak Reddy,Bangalore,Helper,Operations,Male,40,2023-05-12,Active,22671,General
EMP0654,Pooja Patel,Bangalore,RF Technician,Operations,Male,42,2020-12-31,Active,37547,Morning
EMP0655,Rahul Gupta,Bangalore,Helper,Operations,Female,23,2024-02-21,Active,22496,Morning
EMP0656,Arjun Reddy,Bangalore,Helper,Operations,Female,42,2021-03-25,Active,20311,Morning
EMP0657,Pooja Reddy,Bangalore,AC Technician,Operations,Male,45,2023-07-27,Active,41661,Evening
EMP0658,Kiran Gupta,Bangalore,WM Technician,Operations,Male,33,2021-12-11,Active,27890,Morning
EMP0659,Suresh Patel,Bangalore,AC Technician,Operations,Male,43,2024-09-04,Active,32527,Evening
EMP0660,Anjali Patel,Bangalore,Helper,Operations,Male,21,2021-08-12,Active,23909,Evening
EMP0661,Anjali Saha,Bangalore,Helper,Operations,Male,46,2025-02-10,Active,24462,General
EMP0662,Pooja Roy,Bangalore,WM Technician,Operations,Male,52,2024-10-03,Active,28522,Evening
EMP0663,Arjun Gupta,Bangalore,AC Technician,Operations,Male,47,2020-01-31,Active,39468,Evening
EMP0664,Ankit Saha,Bangalore,RF Technician,Operations,Male,54,2026-06-18,Active,34012,Morning
EMP0665,Ravi Patel,Bangalore,RF Technician,Operations,Male,43,2021-04-08,Active,37507,Evening
EMP0666,Ravi Gupta,Bangalore,WM Technician,Operations,Male,53,2023-02-18,Active,27808,General
EMP0667,Ravi Gupta,Bangalore,WM Technician,Operations,Female,25,2022-10-01,Active,27870,General
EMP0668,Rahul Nair,Bangalore,AC Technician,Operations,Male,39,2020-08-04,Active,35628,General
EMP0669,Sneha Das,Bangalore,RF Technician,Operations,Male,50,2026-06-08,Active,33431,Evening
EMP0670,Ankit Nair,Bangalore,RF Technician,Operations,Male,22,2023-05-30,Active,37235,Evening
EMP0671,Rahul Das,Bangalore,WM Technician,Operations,Male,23,2023-04-10,Active,30626,General
EMP0672,Rohit Patel,Bangalore,AC Technician,Operations,Male,28,2025-09-01,Active,31259,Evening
EMP0673,Amit Saha,Bangalore,AC Technician,Operations,Male,37,2022-11-18,Active,30232,General
EMP0674,Rohit Singh,Bangalore,AC Technician,Operations,Male,29,2025-01-03,Active,36058,Morning
EMP0675,Suresh Saha,Bangalore,AC Technician,Operations,Male,53,2020-05-15,Active,35617,Morning
EMP0676,Arjun Nair,Bangalore,RF Technician,Operations,Female,29,2025-07-24,Active,34765,Evening
EMP0677,Sneha Kumar,Bangalore,AC Technician,Operations,Male,30,2022-05-13,Active,39465,General
EMP0678,Pooja Nair,Bangalore,AC Technician,Operations,Male,27,2020-08-03,Active,32745,Evening
EMP0679,Pooja Nair,Bangalore,WM Technician,Operations,Male,54,2022-08-15,Active,27111,General
EMP0680,Neha Reddy,Bangalore,RF Technician,Operations,Male,53,2024-11-15,Active,28194,Evening
EMP0681,Sneha Reddy,Bangalore,Helper,Operations,Male,53,2020-06-17,Active,18797,General
EMP0682,Amit Das,Bangalore,WM Technician,Operations,Male,37,2023-10-04,Active,26214,Evening
EMP0683,Arjun Saha,Bangalore,AC Technician,Operations,Male,45,2025-03-03,Active,41063,General
EMP0684,Vijay Roy,Bangalore,AC Technician,Operations,Male,53,2023-10-14,Active,41103,General
EMP0685,Amit Gupta,Bangalore,RF Technician,Operations,Male,20,2020-10-05,Active,28195,Evening
EMP0686,Deepak Das,Bangalore,AC Technician,Operations,Male,48,2023-12-10,Active,33594,General
EMP0687,Kiran Saha,Bangalore,WM Technician,Operations,Male,21,2021-01-11,Active,24465,General
EMP0688,Pooja Saha,Bangalore,Helper,Operations,Male,27,2020-12-19,Active,22953,Morning
EMP0689,Rohit Das,Bangalore,WM Technician,Operations,Male,31,2021-03-30,Active,29698,Morning
EMP0690,Anjali Roy,Bangalore,WM Technician,Operations,Male,24,2025-01-31,Active,31558,Evening
EMP0691,Pooja Roy,Bangalore,RF Technician,Operations,Male,24,2023-02-09,Active,29022,Evening
EMP0692,Ravi Nair,Bangalore,RF Technician,Operations,Female,36,2022-12-20,Active,30915,Evening
EMP0693,Kavya Sharma,Bangalore,WM Technician,Operations,Female,32,2024-05-27,Active,25461,General
EMP0694,Rohit Sharma,Bangalore,RF Technician,Operations,Male,47,2022-06-13,Active,29740,Evening
EMP0695,Rahul Nair,Bangalore,RF Technician,Operations,Male,24,2026-05-29,Active,32105,Evening
EMP0696,Rohit Patel,Bangalore,Helper,Operations,Male,20,2020-06-03,Active,23444,Evening
EMP0697,Kavya Nair,Bangalore,RF Technician,Operations,Male,45,2026-06-11,Active,28060,General
EMP0698,Pooja Nair,Bangalore,AC Technician,Operations,Male,24,2026-01-21,Active,33700,Morning
EMP0699,Deepak Reddy,Bangalore,RF Technician,Operations,Male,54,2024-01-10,Active,33463,General
EMP0700,Ravi Nair,Bangalore,RF Technician,Operations,Male,25,2024-02-05,Active,36759,Evening
EMP0701,Ankit Reddy,Pune,AC Technician,Operations,Male,38,2022-04-11,Active,32893,General
EMP0702,Sneha Nair,Pune,AC Technician,Operations,Male,39,2024-05-16,Active,31749,General
EMP0703,Kiran Kumar,Pune,RF Technician,Operations,Male,48,2022-02-15,Active,30292,Morning
EMP0704,Deepak Nair,Pune,WM Technician,Operations,Male,35,2025-06-26,Active,27184,Morning
EMP0705,Ankit Roy,Pune,RF Technician,Operations,Male,48,2020-03-08,Active,28606,Evening
EMP0706,Neha Gupta,Pune,WM Technician,Operations,Male,22,2024-07-18,Active,24968,Morning
EMP0707,Suresh Nair,Pune,AC Technician,Operations,Male,34,2020-10-22,Active,30604,General
EMP0708,Suresh Kumar,Pune,RF Technician,Operations,Male,50,2020-07-06,Active,31976,General
EMP0709,Vijay Saha,Pune,RF Technician,Operations,Male,23,2023-06-12,Active,29594,Evening
EMP0710,Arjun Sharma,Pune,AC Technician,Operations,Male,26,2021-04-12,Active,38145,General
EMP0711,Amit Saha,Pune,RF Technician,Operations,Male,47,2023-10-13,Active,34586,Evening
EMP0712,Vijay Roy,Pune,AC Technician,Operations,Male,40,2022-05-23,Active,30746,General
EMP0713,Sneha Gupta,Pune,RF Technician,Operations,Male,37,2021-08-01,Active,34801,Morning
EMP0714,Amit Saha,Pune,RF Technician,Operations,Male,35,2026-07-11,Active,28666,Morning
EMP0715,Rahul Kumar,Pune,RF Technician,Operations,Male,30,2020-03-05,Active,35978,Morning
EMP0716,Kavya Patel,Pune,WM Technician,Operations,Male,25,2023-03-08,Active,27409,General
EMP0717,Arjun Patel,Pune,AC Technician,Operations,Male,37,2025-11-12,Active,37379,Evening
EMP0718,Ravi Das,Pune,Helper,Operations,Male,22,2022-01-07,Active,23875,Evening
EMP0719,Amit Gupta,Pune,AC Technician,Operations,Male,20,2026-04-03,Active,33860,Morning
EMP0720,Neha Singh,Pune,AC Technician,Operations,Female,43,2026-01-19,Active,38315,Morning
EMP0721,Kavya Nair,Pune,RF Technician,Operations,Male,32,2021-04-06,Active,30444,General
EMP0722,Deepak Singh,Pune,AC Technician,Operations,Male,22,2020-08-09,Active,40565,Evening
EMP0723,Ankit Gupta,Pune,Helper,Operations,Male,41,2025-01-30,Active,18354,Morning
EMP0724,Ravi Singh,Pune,Helper,Operations,Male,21,2025-06-09,Active,22218,Morning
EMP0725,Priya Singh,Pune,RF Technician,Operations,Male,40,2024-09-12,Active,31256,General
EMP0726,Anjali Singh,Pune,RF Technician,Operations,Male,40,2022-07-21,Active,29606,Morning
EMP0727,Kavya Kumar,Pune,RF Technician,Operations,Male,34,2020-10-28,Active,35716,General
EMP0728,Neha Patel,Pune,WM Technician,Operations,Female,29,2022-06-04,Active,31601,General
EMP0729,Sneha Das,Pune,RF Technician,Operations,Male,28,2025-02-17,Active,31181,General
EMP0730,Rohit Patel,Pune,RF Technician,Operations,Male,28,2020-05-11,Active,37317,Morning
EMP0731,Priya Singh,Pune,AC Technician,Operations,Male,49,2025-02-21,Active,36852,Morning
EMP0732,Arjun Sharma,Pune,AC Technician,Operations,Female,30,2021-11-27,Active,39471,General
EMP0733,Kavya Nair,Pune,RF Technician,Operations,Male,53,2025-06-26,Active,31546,General
EMP0734,Anjali Saha,Pune,RF Technician,Operations,Male,47,2022-10-07,Active,32060,Evening
EMP0735,Ankit Kumar,Pune,Helper,Operations,Male,29,2026-06-07,Active,18041,Evening
EMP0736,Pooja Nair,Pune,AC Technician,Operations,Female,52,2020-05-17,Active,36974,General
EMP0737,Ravi Gupta,Pune,WM Technician,Operations,Male,26,2025-01-27,Active,28057,Morning
EMP0738,Deepak Singh,Pune,RF Technician,Operations,Male,46,2022-06-11,Active,30174,Evening
EMP0739,Deepak Patel,Pune,Helper,Operations,Male,25,2020-03-06,Active,21930,General
EMP0740,Pooja Patel,Pune,AC Technician,Operations,Male,21,2025-02-06,Active,37598,Morning
EMP0741,Ravi Reddy,Pune,RF Technician,Operations,Male,43,2025-03-16,Active,28022,General
EMP0742,Anjali Das,Pune,Helper,Operations,Female,41,2025-12-14,Active,18267,Evening
EMP0743,Ravi Saha,Pune,RF Technician,Operations,Male,54,2026-06-14,Active,31393,General
EMP0744,Ankit Sharma,Pune,Helper,Operations,Female,23,2025-10-09,Active,23526,Evening
EMP0745,Vijay Gupta,Pune,WM Technician,Operations,Male,49,2020-06-16,Active,26994,Evening
EMP0746,Arjun Gupta,Pune,WM Technician,Operations,Male,55,2022-04-18,Active,25133,Evening
EMP0747,Kiran Singh,Pune,WM Technician,Operations,Male,50,2026-07-04,Active,31136,General
EMP0748,Rohit Kumar,Pune,Helper,Operations,Male,37,2025-08-24,Active,23572,Evening
EMP0749,Amit Nair,Pune,RF Technician,Operations,Male,42,2025-01-27,Active,35966,General
EMP0750,Sneha Sharma,Pune,Helper,Operations,Male,54,2023-04-12,Active,21702,General
EMP0751,Vijay Das,Pune,RF Technician,Operations,Male,49,2020-12-23,Active,29313,Evening
EMP0752,Amit Patel,Pune,RF Technician,Operations,Female,24,2021-03-23,Active,30699,Evening
EMP0753,Deepak Reddy,Pune,Helper,Operations,Male,33,2025-11-02,Active,23138,Morning
EMP0754,Anjali Nair,Pune,AC Technician,Operations,Female,54,2021-06-24,Active,37764,Evening
EMP0755,Rahul Singh,Pune,RF Technician,Operations,Male,21,2023-04-09,Active,31097,Morning
EMP0756,Priya Roy,Pune,RF Technician,Operations,Female,53,2023-10-07,Active,34745,General
EMP0757,Deepak Saha,Pune,RF Technician,Operations,Male,53,2026-02-24,Active,35295,Evening
EMP0758,Arjun Nair,Pune,Helper,Operations,Male,39,2021-12-04,Active,24465,Evening
EMP0759,Deepak Nair,Pune,RF Technician,Operations,Male,38,2020-07-12,Active,30430,Evening
EMP0760,Vijay Patel,Pune,WM Technician,Operations,Female,30,2026-01-01,Active,26336,Morning
EMP0761,Suresh Nair,Pune,Helper,Operations,Male,27,2020-06-17,Active,20593,General
EMP0762,Ankit Roy,Pune,AC Technician,Operations,Male,31,2022-04-20,Active,39215,General
EMP0763,Vijay Gupta,Pune,RF Technician,Operations,Female,29,2024-03-07,Active,35347,General
EMP0764,Suresh Nair,Pune,WM Technician,Operations,Male,21,2024-07-15,Active,31627,Evening
EMP0765,Priya Das,Pune,WM Technician,Operations,Female,29,2020-01-18,Active,31947,General
EMP0766,Neha Roy,Pune,Helper,Operations,Male,38,2026-06-07,Active,23463,Morning
EMP0767,Amit Das,Pune,AC Technician,Operations,Male,50,2020-06-13,Active,32284,General
EMP0768,Priya Kumar,Pune,Helper,Operations,Male,34,2024-12-31,Active,20927,Morning
